,feature_id,feature_id,rt,mz_measured,mz_calculated,mz_error(ppm),mol_formula,smiles,adduct,primary_annotated_name,structure_annotated_name,rt_score,mz_score,spec_score,total_score,fragments_level,fragments_ms2_spectrum_level,datafile:pos_hela_HG1.mzML:area,datafile:pos_hela_HG2.mzML:area,datafile:pos_hela_HG3.mzML:area,datafile:pos_hela_HG4.mzML:area,datafile:pos_hela_HG5.mzML:area,datafile:pos_hela_HG6.mzML:area,datafile:pos_hela_LG1.mzML:area,datafile:pos_hela_LG2.mzML:area,datafile:pos_hela_LG3.mzML:area,datafile:pos_hela_LG4.mzML:area,datafile:pos_hela_LG5.mzML:area,datafile:pos_hela_LG6.mzML:area,datafile:pos_hela_S1.mzML:area,datafile:pos_hela_S2.mzML:area,datafile:pos_hela_S3.mzML:area,datafile:pos_hela_S4.mzML:area,datafile:pos_hela_S5.mzML:area,datafile:pos_hela_S6.mzML:area
P,17960,P17960,20.119,926.817,926.81712,0.129475381,C59H104O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:0_24:5,"TG 16:0_16:0_24:5(9,12,15,18,21)",0.8198,0.73317,0.078504894,0.218100915,All,Some,0,360246.0811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,17960,P17960,20.119,926.817,926.81712,0.129475381,C59H104O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:0_24:5,"TG 16:0_16:0_24:5(6,9,12,15,18)",0.596,0.862287,0.080410001,0.210156701,All,Some,0,228753.9189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,17978,P17978,20.133,952.83173,952.83277,1.091482192,C61H106O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_24:5,"TG 16:0_18:1(9)_24:5(9,12,15,18,21)",0.6184,0.892804,0.363832377,0.442186302,Some,Some,1030897.059,1167561.89,1048067.206,1474122.256,1627700.626,2419944.21,206000,298302.8911,171250.4032,232000,217898.8327,165218.781,1034645.967,1023318.463,1009222.534,897925.029,979438.1764,940470.1627
P,17978,P17978,20.133,952.83173,952.83277,1.091482192,C61H106O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_24:5,"TG 16:0_18:1(11)_24:5(9,12,15,18,21)",0.752285714,0.889365714,0.346497637,0.441363253,All,Some,119647.0588,134891.8672,93658.2996,191647.889,244610.1309,460959.9402,0,7697.108861,4749.596818,0,6101.167315,3781.219001,138441.8781,96145.76184,92397.64125,118992.7869,90927.93,70687.16094
P,17978,P17978,20.133,952.83173,952.83277,1.091482192,C61H106O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_24:5,"TG 16:0_18:1(6)_24:5(9,12,15,18,21)",0.7312,0.881676,0.278310458,0.383935966,Some,Some,79455.88235,77546.24327,48274.49393,144229.8546,207689.243,439095.8502,0,0,0,0,0,0,76912.15449,30535.77557,38379.82519,73082.1841,29633.89362,8842.676311
P,17993,P17993,20.136,822.75326,822.75452,1.531440994,C51H96O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:0_16:1,TG 16:0_16:0_16:1(9),0.605,0.51044,0.167749827,0.245743861,All,Some,0,0,793.6369181,0,0,1346.775234,0,0,0,0,0,0,0,1440.198358,0,0,0,0
P,17993,P17993,20.136,822.75326,822.75452,1.531440994,C51H96O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:0_16:1,TG 16:0_16:0_16:1(7),0.508,0.509605,0.138037171,0.212190237,All,Some,0,0,8306.363082,0,0,8753.224766,0,0,0,0,10000,0,0,12459.80164,0,0,0,0
P,17993,P17993,20.136,822.75326,822.75452,1.531440994,C51H96O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:0_16:1,TG 16:0_16:0_16:1(6),0.448,0.87921,0,0.132721,All,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,18000,P18000,20.138,954.83856,954.84842,10.32624634,C61H108O6,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:0_24:5,"TG 16:0_18:0_24:5(9,12,15,18,21)",0.729555556,0.613407778,0.148365271,0.25298855,All,Some,116149.4253,99728.95468,87044.43392,184615.7891,149239.5317,333107.8572,0,0,0,0,12437.44907,0,96242.20657,0,85378.85862,78520.99945,71881.95053,84696.4935
P,18000,P18000,20.138,954.83856,954.84842,10.32624634,C61H108O6,CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:0_24:5,"TG 16:0_18:0_24:5(6,9,12,15,18)",0.698,0.742602222,0.097078474,0.221723001,All,Some,184850.5747,171271.0453,156955.5661,325384.2109,231760.4683,511892.1428,0,0,0,0,26562.55093,0,168757.7934,0,143621.1414,121479.0006,127118.0495,152303.5065
P,18061,P18061,20.183,848.77005,848.77017,0.141381029,C53H98O6,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:1,TG 16:0_16:1(7)_18:1(9),0.743,0.888295,0.057151239,0.208850491,All,Some,0,0,0,0,0,0,0,6016.256371,0,0,5550,0,0,0,0,0,0,0
P,18061,P18061,20.183,848.77005,848.77017,0.141381029,C53H98O6,CCCCCCCCC=CCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:1,TG 16:0_16:1(7)_18:1(11),0.749,0.899245,0.043920835,0.199961168,All,Some,0,0,0,0,0,0,0,67.48725839,0,0,0,0,0,0,0,0,0,0
P,18061,P18061,20.183,848.77005,848.77017,0.141381029,C53H98O6,CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:1_18:1,TG 16:0_16:1(9)_18:1(9),0.749,0.899245,0.043920835,0.199961168,All,Some,0,0,0,0,0,0,0,6016.256371,0,0,5550,0,0,0,0,0,0,0
P,18063,P18063,20.19,978.84732,978.84842,1.123769501,C63H108O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+NH4]+,TG 18:1_18:1_24:5,"TG 18:1(6)_18:1(6)_24:5(6,9,12,15,18)",0.619333333,0.862803333,0.298497089,0.387011338,Some,Some,703272.2831,578622.7762,587754.8106,742382.3817,684633.9811,877267.4179,55051.84325,171824.9704,0,120137.9759,130414.624,120524.3202,499059.8571,547569.6876,535135.9411,511468.4024,479322.1219,503133.1683
P,18063,P18063,20.19,978.84732,978.84842,1.123769501,C63H108O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_18:1_24:5,"TG 18:1(11)_18:1(11)_24:5(6,9,12,15,18)",0.655714286,0.855738571,0.254313692,0.354596239,Some,Some,71486.18278,57777.68365,54122.59472,73844.96307,78017.45078,116436.0725,3024.078373,8587.514816,0,9431.01204,8792.687993,8237.839908,52736.11749,57600.86062,56932.02943,49647.39481,43871.64114,44577.06271
P,18063,P18063,20.19,978.84732,978.84842,1.123769501,C63H108O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC,[M+NH4]+,TG 18:1_18:1_24:5,"TG 18:1(9)_18:1(9)_24:5(6,9,12,15,18)",0.6024,0.858312,0.228955488,0.329235591,Some,Some,76241.53409,62599.54012,54122.59472,80772.65522,95348.56814,136296.5096,3024.078373,8587.514816,0,9431.01204,8792.687993,8237.839908,56204.02544,61829.45176,56932.02943,54884.20284,45806.23698,48289.76898
P,18091,P18091,20.233,952.83251,952.83277,0.272870548,C61H106O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_24:5,"TG 16:0_18:1(11)_24:5(9,12,15,18,21)",0.824181818,0.82063,0.206400697,0.329601739,All,Some,0,0,0,0,0,0,0,0,0,0,0,21076.03087,0,0,0,0,0,0
P,18091,P18091,20.233,952.83251,952.83277,0.272870548,C61H106O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_24:5,"TG 16:0_18:1(9)_24:5(9,12,15,18,21)",0.807333333,0.81176,0.200474886,0.322289242,Some,Some,0,0,0,0,0,0,0,0,0,0,0,6655.413552,0,0,0,0,0,0
P,18091,P18091,20.233,952.83251,952.83277,0.272870548,C61H106O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_24:5,"TG 16:0_18:1(6)_24:5(9,12,15,18,21)",0.8155,0.80043,0.168466445,0.296366156,Some,Some,0,0,0,0,0,0,0,0,0,0,0,20568.55558,0,0,0,0,0,0
P,18099,P18099,20.253,978.84755,978.84842,0.888799514,C63H108O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+NH4]+,TG 18:1_18:1_24:5,"TG 18:1(6)_18:1(6)_24:5(6,9,12,15,18)",0.81475,0.8624675,0.21382893,0.338784894,Some,Some,0,0,0,0,0,0,49982.56773,0,0,0,0,0,0,0,0,0,0,0
P,18099,P18099,20.253,978.84755,978.84842,0.888799514,C63H108O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC,[M+NH4]+,TG 18:1_18:1_24:5,"TG 18:1(9)_18:1(9)_24:5(6,9,12,15,18)",0.8205,0.7777075,0.199543487,0.319455539,Some,Some,0,0,0,0,0,0,13334.27562,0,0,0,0,0,0,0,0,0,0,0
P,18099,P18099,20.253,978.84755,978.84842,0.888799514,C63H108O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_18:1_24:5,"TG 18:1(11)_18:1(11)_24:5(6,9,12,15,18)",0.8244,0.861082,0.186957028,0.318113822,Some,Some,0,0,0,0,0,0,7883.156655,0,0,0,0,0,0,0,0,0,0,0
P,18124,P18124,20.276,794.58145,794.59056,11.4650242,C42H81O10P,CCCCCCCCC=CCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCC)COP(=O)(O)OCC(O)CO,[M+NH4]+,PG 10:0_26:1,PG 10:0_26:1(17),0.914,0.79796,0,0.171196,Some,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23900,0
P,18138,P18138,20.282,1004.8624,1004.86407,1.661916323,C65H110O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCC=CCCCCCCCC,[M+NH4]+,TG 18:1_18:1_26:6,"TG 18:1(9)_18:1(9)_26:6(8,11,14,17,20,23)",0.70625,0.59543625,0.133837762,0.237238834,Some,Some,26735.30465,17887.58698,25843.47452,24728.61115,27334.90133,27669.64389,0,8962.75146,0,9008.142927,8408.688656,8192.808699,23423.2409,20100.59339,18253.93178,21640.37826,20990.31023,16472.41143
P,18138,P18138,20.282,1004.8624,1004.86407,1.661916323,C65H110O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+NH4]+,TG 18:1_18:1_26:6,"TG 18:1(6)_18:1(6)_26:6(8,11,14,17,20,23)",0.722666667,0.600844444,0.118966899,0.227524631,Some,Some,118529.3907,65642.03741,89023.00581,98744.12174,90361.95698,78012.22497,0,29374.49708,0,32550.36461,26254.22365,26961.52389,83198.97419,78708.95733,67392.43297,71852.90028,83264.01382,55409.70484
P,18138,P18138,20.282,1004.8624,1004.86407,1.661916323,C65H110O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_18:1_26:6,"TG 18:1(11)_18:1(11)_26:6(8,11,14,17,20,23)",0.759,0.644079,0.107070209,0.225964067,Some,Some,26735.30465,16470.37561,23133.51967,23527.26711,26303.1417,26318.13114,0,8962.75146,0,8241.492465,7337.087691,7545.667412,21377.7849,18190.44928,16353.63525,19506.72147,18745.67594,15017.88373
P,18165,P18165,20.293,855.74019,855.74121,1.191949141,C53H100O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCC,[M+Na]+,TG 8:0_16:0_26:1,TG 8:0_16:0_26:1(17),0.932,0.90115,0,0.183315,All,None,743000,764000,711000,718000,648000,654000,322000,,,,,346000,668000,670000,647000,627000,679000,
P,18199,P18199,20.304,850.78459,850.78582,1.445722262,C53H100O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:0_18:1,TG 16:0_16:0_18:1(9),0.974,0.509515,0.118649731,0.243271285,All,Some,8935161.744,10647519.16,9202024.291,8662826.257,8471022.291,8675554.365,2964800,3289955.357,3812048.193,3410738.255,3621463.415,3565904.366,8535483.871,8929448.387,8240575.204,7888650.152,8849673.203,7322850.992
P,18199,P18199,20.304,850.78459,850.78582,1.445722262,C53H100O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCC=CCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:0_18:1,TG 16:0_16:0_18:1(11),0.95,0.51174,0,0.146174,All,None,0,0,0,0,0,383365.7131,0,0,0,0,0,0,0,114197.328,0,153450.455,0,0
P,18199,P18199,20.304,850.78459,850.78582,1.445722262,C53H100O6,CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_16:0_18:1,TG 16:0_16:0_18:1(6),0.368,0.86813,0,0.123613,Some,None,11264838.26,10152480.84,9897975.709,9737173.743,8328977.709,8441079.922,2485200,2490044.643,2967951.807,2889261.745,2758536.585,2834095.634,9464516.129,9356354.285,9959424.796,9057899.393,9150326.797,8577149.008
P,18243,P18243,20.317,978.84797,978.84842,0.459723887,C63H108O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC=CCC=CCC=CCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_18:1_24:5,"TG 18:1(11)_18:1(11)_24:5(6,9,12,15,18)",0.8338,0.861438,0.096689347,0.246875278,Some,Some,0,0,0,0,0,50807.53359,0,0,58630.96909,0,0,0,0,0,0,0,0,0
P,18243,P18243,20.317,978.84797,978.84842,0.459723887,C63H108O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+NH4]+,TG 18:1_18:1_24:5,"TG 18:1(6)_18:1(6)_24:5(9,12,15,18,21)",0.81475,0.6770675,0.121867903,0.246676072,Some,Some,0,0,0,0,0,30676.09577,0,0,52723.5237,0,0,0,0,0,0,0,0,0
P,18243,P18243,20.317,978.84797,978.84842,0.459723887,C63H108O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_18:1_24:5,"TG 18:1(11)_18:1(11)_24:5(9,12,15,18,21)",0.835,0.732648,0.110957441,0.245530753,Some,Some,0,0,0,0,0,28516.37064,0,0,46645.50722,0,0,0,0,0,0,0,0,0
P,18286,P18286,20.33,876.8001,876.80147,1.56249738,C55H102O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_18:1,TG 16:0_18:1(9)_18:1(9),0.976,0.892065,0.15059778,0.307284724,All,Some,14404878.66,14174133.6,12876790.83,12916961.88,12485213.74,13234168.93,6338357.588,6984249.192,7265083.35,6962375.859,7247945.205,7144060.012,11979323.71,12093392.65,11851272.66,11533566.06,12241619.47,10300668.15
P,18286,P18286,20.33,876.8001,876.80147,1.56249738,C55H102O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_18:1,TG 16:0_18:1(11)_18:1(9),0.966666667,0.902946667,0.10039852,0.267280149,All,Some,11657600.91,11263650.86,10502005.73,10539365.17,9786264.891,10632534.92,3980769.231,4486071.114,4823428.605,4508212.376,4565753.425,4576883.037,9958733.577,9835438.381,9688486.712,9622502.685,10065951.88,8693923.003
P,18286,P18286,20.33,876.8001,876.80147,1.56249738,C55H102O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_18:1,TG 16:0_18:1(6)_18:1(9),0.805,0.871305,0.095606859,0.244115987,All,Some,8237520.433,8262215.543,7421203.438,7443672.949,7128521.374,7533296.157,3180873.181,3629679.694,3811488.045,3529411.765,3586301.37,3579056.95,6861942.709,6871168.973,6760240.626,6643931.257,7192428.649,6005408.845
P,18325,P18325,20.337,881.75565,881.75686,1.372260376,C55H102O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCC,[M+Na]+,TG 8:0_18:1_26:1,TG 8:0_18:1(11)_26:1(17),0.977,0.94455,0.003008683,0.194561947,Some,Some,450000,420000,403333.3333,400000,406666.6667,393351.5674,255333.3333,273333.3333,311316.8396,264333.3333,282333.3333,268666.6667,370000,370000,373333.3333,360000,390000,346666.6667
P,18325,P18325,20.337,881.75565,881.75686,1.372260376,C55H102O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCC,[M+Na]+,TG 8:0_18:1_26:1,TG 8:0_18:1(9)_26:1(17),0.988,0.90275,0.006017367,0.193888893,Some,Some,450000,420000,403333.3333,400000,406666.6667,443296.8651,255333.3333,273333.3333,268341.5802,264333.3333,282333.3333,268666.6667,370000,370000,373333.3333,360000,390000,346666.6667
P,18325,P18325,20.337,881.75565,881.75686,1.372260376,C55H102O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCC,[M+Na]+,TG 8:0_18:1_26:1,TG 8:0_18:1(6)_26:1(17),0.988,0.86901,0.003008683,0.188107947,Some,Some,450000,420000,403333.3333,400000,406666.6667,393351.5674,255333.3333,273333.3333,268341.5802,264333.3333,282333.3333,268666.6667,370000,370000,373333.3333,360000,390000,346666.6667
P,18338,P18338,20.34,952.83364,952.83277,0.913066833,C61H106O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_24:5,"TG 16:0_18:1(11)_24:5(9,12,15,18,21)",0.8365,0.830425,0.193852796,0.321774737,All,Some,0,0,0,0,0,0,0,0,0,0,0,0,0,26162.81138,0,0,25520.45617,0
P,18338,P18338,20.34,952.83364,952.83277,0.913066833,C61H106O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_24:5,"TG 16:0_18:1(9)_24:5(9,12,15,18,21)",0.856,0.823011,0.189648645,0.319620016,Some,Some,0,0,0,0,0,0,0,0,0,0,0,0,0,5912.534799,0,0,5995.667884,0
P,18338,P18338,20.34,952.83364,952.83277,0.913066833,C61H106O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCCCCCCC,[M+NH4]+,TG 16:0_18:1_24:5,"TG 16:0_18:1(6)_24:5(9,12,15,18,21)",0.853,0.8177,0.146048172,0.283908538,Some,Some,0,0,0,0,0,0,0,0,0,0,0,0,0,25124.65382,0,0,24683.87595,0
P,18384,P18384,20.352,904.82288,904.83277,10.93019653,C57H106O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,TG 18:0_18:1_18:1,TG 18:0_18:1(9)_18:1(9),0.904,0.89349,0,0.179749,All,None,0,496231.0842,0,0,444554.8961,518783.032,204232.0819,0,0,226638.9178,0,269256.1205,430985.4015,0,0,437403.6233,0,0
P,18384,P18384,20.352,904.82288,904.83277,10.93019653,C57H106O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,TG 18:0_18:1_18:1,TG 18:0_18:1(6)_18:1(9),0.916666667,0.861126667,0.001398097,0.178897811,All,Some,0,1365000,0,0,1245000,1395000,880000,0,0,900000,0,950000,1205000,0,0,1150000,0,0
P,18384,P18384,20.352,904.82288,904.83277,10.93019653,C57H106O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCC=CCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCCCC,[M+NH4]+,TG 18:0_18:1_18:1,TG 18:0_18:1(6)_18:1(6),0.923,0.844945,0.002097146,0.178472217,All,Some,0,868768.9158,0,0,800445.1039,876216.968,675767.9181,0,0,673361.0822,0,680743.8795,774014.5985,0,0,712596.3767,0,0
P,18386,P18386,20.353,902.81565,902.81712,1.628236735,C57H104O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+NH4]+,TG 18:1_18:1_18:1,TG 18:1(6)_18:1(6)_18:1(9),0.98,0.868885,0.196648874,0.342207599,Some,Some,3296170.678,3041429.369,2770161.29,2926956.522,2806650.446,2990986.395,2096176.13,2196183.609,2256797.976,2014377.076,2050368.047,1973708.825,2647226.034,2290369.541,2579514.506,2542647.932,2780545.073,2333956.969
P,18386,P18386,20.353,902.81565,902.81712,1.628236735,C57H104O6,CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_18:1_18:1,TG 18:1(11)_18:1(11)_18:1(9),0.985,0.89458,0.16417711,0.319299688,Some,Some,7507658.643,7117141.262,6759677.419,6746086.957,6486699.108,6918027.211,3907647.74,4857632.782,4306404.048,4541245.847,4669263.906,4642582.351,6005547.932,6719260.918,6040970.989,5914704.136,6238909.853,5332086.062
P,18386,P18386,20.353,902.81565,902.81712,1.628236735,C57H104O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC,[M+NH4]+,TG 18:1_18:1_18:1,TG 18:1(9)_18:1(9)_18:1(9),0.985,0.89458,0.16417711,0.319299688,All,All,3296170.678,3041429.369,2770161.29,2926956.522,2806650.446,2990986.395,2096176.13,2196183.609,2256797.976,2014377.076,2050368.047,1973708.825,2647226.034,2290369.541,2579514.506,2542647.932,2780545.073,2333956.969
P,18429,P18429,20.378,1004.8627,1004.86407,1.36336848,C65H110O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCC=CCCCCCCCC,[M+NH4]+,TG 18:1_18:1_26:6,"TG 18:1(9)_18:1(9)_26:6(8,11,14,17,20,23)",0.5746,0.717001,0.119827692,0.225022253,Some,Some,0,0,0,0,2181.83646,0,0,0,0,0,0,5677.283308,0,5552.797092,0,0,0,0
P,18429,P18429,20.378,1004.8627,1004.86407,1.36336848,C65H110O6,CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCCCCCCC=CCCCCCC,[M+NH4]+,TG 18:1_18:1_26:6,"TG 18:1(11)_18:1(9)_26:6(8,11,14,17,20,23)",0.669571429,0.746091429,0.085591208,0.210039252,Some,Some,0,0,0,0,3079.710468,0,0,0,0,0,0,6995.426537,0,9517.144713,0,0,0,0
P,18429,P18429,20.378,1004.8627,1004.86407,1.36336848,C65H110O6,CCCCCCCCCCCC=CCCCCC(=O)OC(COC(=O)CCCCCCC=CCC=CCC=CCC=CCC=CCC=CCC)COC(=O)CCCCC=CCCCCCCCCCCC,[M+NH4]+,TG 18:1_18:1_26:6,"TG 18:1(6)_18:1(6)_26:6(8,11,14,17,20,23)",0.6462,0.704524,0.086277519,0.204094415,Some,Some,0,0,0,0,968.453072,0,0,0,0,0,0,1727.290155,0,2130.058195,0,0,0,0
